GeoFIPS,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
" ""47023""",486,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2585,5983,12138
" ""47025""",16357,14303,3033,6674,3302,3364,10076,7693,5014,7939,3751,4415,2249,2021,3263,8285,8790,10508,9275,6007,5045,7722,13904
" ""47027""",7685,2706,2081,9074,8732,(D),(D),7396,10576,18461,12553,18474,28129,45762,35573,11242,12862,10426,10061,11277,26744,100335,22350
" ""47029""",1080,1716,2015,2832,(D),6090,4130,3855,2724,(D),2370,(D),(D),(D),19267,4388,7252,4194,6364,3777,19602,44183,3122
" ""47031""",(D),(D),6692,3264,6751,5512,9870,5616,2135,1958,21682,29496,47258,35842,26829,7143,2729,8950,11530,14249,41040,16153,11440
" ""47033""",17574,5514,28041,16347,29500,41832,22972,48645,43577,13677,63806,28238,10858,32754,29847,30376,31196,34492,14953,18225,15547,19849,34689
" ""47035""",34831,37721,14681,5356,4159,13920,(D),(D),(D),(D),(D),11449,9882,(D),(D),(D),(D),(D),(D),(D),18837,22120,11947
" ""47037""",2073,8507,7544,6013,432,2104,3904,18629,24006,70758,16590,4697,2219,2930,3794,56828,8895,10118,7492,7532,5096,4078,8735
" ""47039""",2771,2332,3377,2760,2430,2249,5600,4625,3419,5996,2181,2009,5140,2615,3291,5502,5849,5914,3434,2716,2508,4109,6224
" ""47041""",18050,11722,7030,9759,21858,12530,11599,30455,32547,43967,(D),(D),(D),(D),34816,14909,20055,20842,17119,20424,33392,20697,23500
" ""47043""",(D),11438,13014,11364,4673,10075,14499,10113,8008,16038,5971,9286,(D),(D),13576,(D),(D),(D),(D),(D),8346,16704,30502
" ""47045""",34653,19503,50129,73096,67129,88348,(D),(D),(D),2496,64985,29263,110728,28290,34904,24551,37719,5919,59044,47069,146499,96949,127919
" ""47047""",24885,2675,36647,42414,50058,55952,(D),(D),(D),(D),46508,7746,77407,18223,14092,19510,17476,26905,5050,(D),20749,6425,13741
" ""47049""",16927,4386,5340,18754,21165,10688,9564,14926,15188,23542,13170,9874,17013,26347,25442,6242,7690,11135,10972,9746,7779,26116,17427
" ""47051""",34009,4105,9640,36804,39160,2248,4602,22064,33541,38720,31727,5803,48580,37110,44572,16783,19532,4398,13818,7665,42222,70731,11299
" ""47053""",39271,22920,72343,98127,84681,(D),(D),66941,(D),52540,146502,42597,136350,11825,28980,17942,35959,21317,73397,54946,133533,102950,142687
" ""47055""",2357,18954,17814,12830,2546,9417,15663,9412,8173,20657,6292,12450,6018,5584,7065,16750,16000,20814,12947,10114,5443,8189,20187
" ""47057""",(D),(D),8975,(D),(D),2895,8845,8107,5423,7897,3002,5512,1128,2057,1706,6048,6562,7151,4463,1739,1553,4642,12397
" ""47059""",7939,11203,16249,7436,2698,11318,21095,10777,6999,4602,8585,3591,9347,7431,5196,24226,25359,26873,19553,13153,7119,10671,38422
" ""47061""",22179,10784,11129,8311,15456,7563,8370,6904,8073,10426,7540,6386,15297,22820,27804,25472,30626,28890,30637,24466,37492,52488,34518
" ""47063""",(D),11997,(D),(D),13045,13555,3667,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1072,1218,8040
" ""47065""",17321,12537,13378,12608,8304,8820,9762,8566,8163,9143,4307,8350,1543,4066,4267,9691,10306,14388,13035,13236,12819,30941,22638
" ""47067""",2764,2639,638,1866,2051,(D),874,580,454,1442,641,(D),(D),1864,(D),(D),(D),3713,2342,(D),1021,2412,5134
" ""47069""",6976,3914,14670,16520,22925,28750,10793,29522,18730,14722,29430,6898,20132,16150,17522,20251,16418,18082,11149,11808,7903,13622,18902
" ""47071""",14483,8410,14129,12554,20975,16933,15864,21505,10280,10308,4842,8254,19532,9978,4566,8707,7399,12371,5446,7208,21516,10736,13595
" ""47073""",3385,4968,5720,3175,2675,5160,10063,5303,3040,3892,2416,3794,2032,2657,4548,10569,13247,13391,9918,6157,4692,9295,20714
" ""47075""",26393,9398,42178,66290,67226,86284,44142,88530,(D),(D),140870,(D),33839,(D),35684,36436,40089,44972,17571,22754,19820,21255,37188
" ""47077""",1861,10138,6183,3417,8798,10076,3309,1602,5247,(D),(D),14673,24658,10617,(D),6315,6752,(D),(D),(D),916,2353,5466
" ""47079""",17427,9635,15903,42828,50274,46736,7151,31854,67507,51918,79634,(D),(D),105601,(D),(D),(D),(D),91487,(D),138631,137104,161652
" ""47081""",1830,7279,6432,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),5217,3410,1942,3641,6952
" ""47083""",1366,5479,4754,(D),(D),3042,4176,(D),(D),3069,966,1390,(D),1432,2544,(D),(D),(D),(D),(D),2359,3735,9383
" ""47085""",2960,2046,(D),(D),(D),(D),(D),4937,3287,7307,2044,1919,729,2942,7967,13413,14540,11926,8202,5746,3234,6132,14828
" ""47087""",(D),5235,1511,3813,2022,2129,3793,2633,1973,3181,1078,1685,857,2026,3272,4870,(D),(D),(D),(D),2131,3933,7279
" ""47089""",(D),4542,4904,2929,4891,4329,(D),(D),2405,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1321,1941,8231
" ""47091""",4613,3414,3377,3729,3178,2414,2813,1720,1233,1176,578,2339,780,1415,1558,(D),(D),5563,4456,3192,2131,3640,7450
" ""47093""",3035,(D),13114,10997,(D),(D),(D),10932,8025,11546,4565,5730,(D),(D),(D),(D),(D),(D),(D),2818,2866,3524,9332
" ""47095""",(D),(D),5611,7542,14857,19477,12703,37604,18573,9523,29362,22549,59983,17806,13836,5515,11260,4154,23520,17838,51593,27804,32568
" ""47097""",17326,2838,27354,48557,58772,75263,60691,49535,49961,3809,80222,6912,73877,6989,2582,6499,7188,(D),38693,23076,61000,18904,9486
" ""47099""",14839,7295,5435,17301,(D),4069,7950,5537,13503,6083,17054,20898,43410,28061,20264,4334,5658,12806,9096,2636,31312,37775,32863
" ""47101""",5172,5390,7396,7772,7175,7227,10846,10589,8650,6670,5528,5892,3905,4792,5630,7841,7738,8256,6525,6500,6028,6436,7203
" ""47103""",3354,14794,11348,7266,12741,10448,21738,11862,7809,12157,23659,10356,40265,16784,17931,26435,27171,31637,23546,23630,12874,68063,48933
" ""47105""",(D),(D),(D),(D),23266,5601,5485,6248,3544,3400,5894,8888,36506,44288,63784,25894,34555,30911,74420,78715,125655,56402,26309
" ""47107""",16903,5866,8343,2936,7169,5653,11388,6711,5137,4853,3400,8128,9455,22001,11109,13182,11488,15633,12698,10741,5308,30857,23247
" ""47109""",3012,7925,6897,8371,6509,9153,14529,10151,10546,11804,7841,10792,13844,12545,12557,15473,15392,22195,14346,13516,7011,8644,11545
" ""47111""",11767,5906,14474,8784,16287,6198,13630,60200,41951,63285,50420,93081,33367,58124,91457,65918,62002,48772,21551,15089,27348,85963,19413
" ""47113""",(D),(D),33650,(D),(D),(D),(D),(D),(D),(D),52570,(D),(D),(D),(D),(D),(D),(D),(D),(D),11452,11884,17978
" ""47115""",2981,5798,6149,(D),(D),(D),(D),3891,1869,1835,1941,3321,8903,7144,6568,1890,1278,2698,1394,1981,8484,17935,3618
" ""47117""",505,4894,5646,2892,405,2750,6255,4149,3050,(D),1234,1148,3219,7971,(D),(D),4610,7523,4766,3735,1014,12920,10598
" ""47119""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),5537,12626,27927
" ""47121""",768,984,1356,1329,385,1863,4020,2939,(D),3860,797,2341,846,2311,3228,4636,4473,4885,3582,(D),2422,4592,8536
" ""47123""",9016,3516,5241,4667,(D),(D),(D),(D),(D),(D),3635,(D),(D),(D),(D),(D),(D),(D),12285,7917,5388,10282,27821
" ""47125""",18295,13283,7408,28036,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),23723,21256,6684
" ""47127""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),3203,(D),1238,946,5439
" ""47129""",7035,4327,2648,5102,4071,2292,4541,3280,2062,1219,1073,920,5808,4946,2708,4348,4926,6103,5315,(D),2420,3255,7196
" ""47131""",71923,43932,80297,72091,62602,50017,12162,96339,87212,36349,99321,91584,155642,115385,80797,54541,72539,22332,70548,62202,141095,149319,170388
" ""47133""",2830,5141,4746,3755,3004,4639,8541,7058,5122,8623,(D),(D),(D),2828,4224,8062,7299,8501,4239,2597,8602,4696,12564
" ""47135""",730,(D),2527,2859,(D),3427,5020,4577,2999,3518,1198,2784,1011,1584,2226,3642,3201,4223,3423,3419,2598,3695,4770
" ""47137""",3720,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),5996,21909,4542
" ""47139""",(D),(D),(D),(D),(D),(D),(D),(D),(D),23010,16585,22911,26558,37049,26485,13172,15711,11009,(D),(D),22484,59238,5306
" ""47141""",(D),(D),(D),(D),(D),8041,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),13888,(D),(D),(D),5945,9291,18880
" ""47143""",14015,31949,34286,20205,13794,9457,6163,7133,6105,5368,4470,5131,5550,5107,3534,5034,6392,6658,6145,5519,5113,6542,10087
" ""47145""",(D),(D),(D),3291,38,1907,4131,(D),(D),(D),(D),(D),(D),5534,8879,(D),12988,12667,(D),(D),4834,9736,18499
" ""47147""",23058,1030,3412,(D),(D),(D),(D),103061,65212,7050,56622,(D),101582,(D),91089,(D),(D),10878,(D),(D),109382,67448,38242
" ""47149""",3037,21834,19343,14325,1750,7570,13000,7573,5734,15980,2823,4236,752,7481,12687,17304,17903,18623,10889,7579,4841,12037,24399
" ""47151""",4020,1152,1894,1874,2183,2606,3799,3424,2614,3289,1510,3213,1238,1771,2522,2731,2496,2615,2239,2048,2224,3140,4323
" ""47153""",5970,(D),(D),(D),5140,3708,2375,(D),2837,3853,3716,3837,3821,4311,(D),1650,1774,2534,1830,1264,1189,1243,1527
" ""47155""",4801,8709,8310,7472,6230,7186,6961,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1828,2132,3491
" ""47157""",1395193,1333560,1052890,748684,544307,994458,802865,570391,136571,12681,28797,14570,84818,11320,8795,20791,14243,13177,9391,7188,29249,24475,38789
" ""47159""",(D),(D),(D),9417,1757,4664,(D),5516,4190,6206,(D),(D),(D),(D),(D),4974,5070,(D),(D),6973,5591,7403,15457
" ""47161""",3338,4837,6853,4930,4213,4217,5704,3615,2485,3089,1729,3624,5946,5132,4115,2710,2486,2962,(D),(D),1792,6719,2275
" ""47163""",(D),(D),(D),(D),(D),3652,9045,6344,4714,10108,3009,(D),(D),(D),1769,5864,5729,7299,6590,5307,3596,4569,11742
" ""47165""",(D),(D),(D),(D),5238,8914,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),3452,2124,21625,21957,10609
" ""47167""",29493,4226,28820,(D),(D),(D),27836,29247,35190,6086,44590,13531,44746,15554,13712,13706,11225,20144,31578,4666,45243,6012,18401
" ""47169""",5875,10159,5980,6584,3598,(D),(D),(D),556,1009,(D),(D),(D),(D),(D),(D),(D),(D),(D),1108,909,1073,3006
" ""47171""",3197,5440,3512,2768,2124,1360,374,434,858,2317,1877,3701,1185,1415,145,918,1073,1049,620,378,224,691,1607
" ""47173""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2756,4952,8974
" ""47175""",3275,3771,1722,2380,1476,(D),(D),(D),2970,3492,2163,1732,1977,3376,(D),5258,(D),5933,(D),(D),1538,1665,4069
" ""47177""",37343,12693,17265,12947,21311,10577,33215,25449,17758,12604,(D),(D),(D),70885,89942,47761,66922,59515,103964,115984,163191,131505,93968
" ""47179""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),10663,5844,12976
" ""47181""",6677,6397,6119,7140,8861,5338,11763,11031,6392,4405,3700,4142,10054,17971,19721,5908,5763,11846,13401,13769,8332,38324,14071
" ""47183""",41128,20205,51544,55503,63644,54416,28958,67958,92112,43306,106110,119094,157267,117752,77494,67806,97596,45433,119397,94355,191265,235461,214169
" ""47185""",2065,6334,8883,5607,2605,5257,9102,7395,5306,11037,3560,6046,1914,4095,5497,12594,11798,14947,10963,7225,5293,9212,21310
" ""47187""",6129,13428,12676,10300,4080,7386,15611,12599,7835,12467,6375,6923,3152,7129,9426,14473,13035,15620,6322,5395,4897,6842,14081
" ""47189""",1371,11901,10752,9435,424,6610,13747,9294,6654,19123,4625,12375,(D),(D),(D),(D),(D),(D),(D),(D),6327,13870,31305
" ""48000""",6250974,6921623,8385018,9692709,8264575,7280736,8197329,6236494,5480755,8967568,8370049,8169373,10349804,10336086,11952752,8887946,9894525,9425508,8614760,8371174,12287862,17112682,19573965
" ""48001""",3116,4463,12300,15413,11306,18455,13076,3759,7289,2979,3612,4640,2744,5365,18339,5157,5085,7291,6192,5730,4707,22172,36110
" ""48003""",12838,9342,13940,14975,16437,16146,18203,31854,13650,3740,18703,21073,24347,21456,12411,13114,6321,6553,5164,9764,6157,30925,33850
" ""48005""",22859,24864,23825,20625,13116,13283,14909,30354,31395,29970,22912,27260,39901,43551,55375,32754,37039,43782,23653,23228,37494,85767,75674
" ""48007""",17032,17082,16561,(D),(D),(D),19180,17697,18895,15024,15308,15812,13809,16096,16286,15909,14463,14816,(D),15843,15106,15233,16182
" ""48009""",28046,35003,30842,37509,23079,13683,5472,4543,8006,2014,2385,14359,22854,46899,30906,19595,14175,18616,20822,36547,27964,58736,54209
" ""48011""",(D),(D),(D),(D),(D),(D),(D),10170,(D),(D),5097,1828,13800,10250,6849,(D),(D),(D),(D),(D),9545,25824,27019
" ""48013""",22001,55392,47927,42402,28673,12529,6729,12852,15508,8772,8830,14070,11234,12428,10963,16006,12484,16350,11807,12925,12437,13067,15028
" ""48015""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),10582,7334,8356,8393,15826,(D),(D),(D),10545,11154,11553,12395
" ""48017""",90027,61970,82588,96050,115164,(D),102414,(D),(D),(D),(D),153662,123583,184665,(D),117933,182871,170307,163544,174226,238071,292527,338127
" ""48019""",(D),(D),6958,7437,2255,2259,2420,11286,12664,3058,3339,5015,4389,2285,3441,5336,3177,4229,2319,2566,2443,2547,3080
" ""48021""",2115,3471,9296,11804,6776,6633,4695,15710,17359,7303,7380,9346,6422,2835,14672,6539,4696,7019,4783,5913,5940,6056,24292
" ""48023""",15509,18520,23663,26083,20507,26195,20661,30676,8410,7343,13581,19537,34081,32684,(D),16692,17831,22436,16093,21432,21511,58028,35431
" ""48025""",8817,6451,17455,21732,9944,1813,6064,9761,10919,2371,2208,4455,16397,1243,4780,3097,2858,3434,2864,3370,9191,24832,11255
" ""48027""",2429,5349,11357,19256,9806,7802,(D),10825,18123,3774,5375,4071,11952,3282,13270,4226,4611,13344,11421,12581,5611,17633,37843
" ""48029""",45431,63840,52588,69188,64126,70760,43044,60215,37811,34040,14475,33414,32020,22891,21053,9876,2540,6320,1632,5293,4914,5928,22733
" ""48031""",2928,5867,5248,6520,3956,2899,5477,5394,6709,2766,3922,6360,2824,2753,2506,5868,3595,5907,3064,3306,3442,4585,5673
" ""48033""",(D),(D),(D),9276,12253,1372,14315,1989,443,19954,(D),(D),(D),2320,(D),(D),(D),1213,618,638,708,17991,18883
" ""48035""",18598,29672,24339,22461,14510,14716,7750,3512,15419,41340,56068,81894,46752,25035,20264,5153,3821,6385,2777,3259,3138,3132,4317
" ""48037""",21816,22874,25929,31226,19496,16095,15203,10135,10763,2852,3230,17550,26798,32595,31989,6586,6604,7368,6417,15612,8656,21763,40447
" ""48039""",16202,22687,30223,30119,21868,18485,18972,5965,6504,7410,8663,27365,8421,8769,9638,14946,12725,16452,11472,13387,13049,13707,17919
" ""48041""",8744,21977,29095,29571,23146,24242,9458,9178,12642,8048,7541,9495,(D),(D),(D),10353,9535,12226,(D),(D),15969,33756,40587
" ""48043""",4995,1452,3565,4123,3305,4191,2130,3393,4680,2068,5779,1423,16895,18417,14062,3751,1295,1141,1498,(D),4239,12780,16545
" ""48045""",14859,14918,16012,14039,19511,9778,23086,(D),18146,32323,10063,3618,28191,2836,3311,3698,13044,17935,19005,6427,35951,60023,34744
" ""48047""",5790,3622,8605,13554,11439,15969,528,3490,5158,1000,5576,4074,13150,17151,21846,3234,1463,1872,1552,(D),1315,5287,20573
" ""48049""",4887,3646,5886,7325,1576,2477,4673,13136,16819,4822,5712,11210,3142,3999,4374,9382,5445,8373,4779,5283,5428,5330,9110
" ""48051""",4715,14019,20683,26732,25769,23251,13190,12169,12551,9750,5894,10993,22055,9669,16557,7601,7733,10971,9182,10196,9876,10326,25568
" ""48053""",2980,(D),(D),6143,3011,1095,2010,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2503,(D),3553,3687,4469
" ""48055""",2184,4009,3974,8233,11029,2962,4189,14992,17383,5360,7012,9686,5793,6492,6620,10849,8145,10673,7995,8557,8337,8666,11108
" ""48057""",17604,8119,25057,25098,23510,23915,7935,3663,6556,20005,5070,6351,13036,4241,12955,4666,14877,6692,13801,8470,60455,29273,25337
" ""48059""",8007,4508,7185,7452,3011,4027,5907,7953,9879,2314,3797,5884,7537,8559,5377,4968,3692,5218,(D),(D),3572,3709,9629
" ""48061""",124273,120448,174987,178879,164905,183316,186035,119457,96774,132630,114841,103492,175623,80585,95601,87717,93623,72345,77221,96622,148484,83693,103731
" ""48063""",(D),53114,(D),(D),(D),(D),(D),4176,(D),25166,1714,2565,12151,22312,60093,(D),(D),25217,(D),(D),21356,86181,65884
" ""48065""",(D),(D),15252,19691,(D),(D),(D),(D),(D),(D),(D),33796,67718,27186,(D),(D),(D),(D),55640,10537,58726,42273,73142
" ""48067""",36420,39491,37965,46120,38204,41473,46396,19995,18413,32462,15660,22011,54384,56678,56975,30135,28657,36024,22841,21601,32601,73605,69839
" ""48069""",145588,201819,266360,243729,284156,271849,325506,310602,154772,393360,537100,412060,297303,566069,573472,451016,512349,415148,416657,415827,567145,661309,852450
" ""48071""",(D),(D),25255,28436,15805,17884,5187,3584,7204,3358,2951,4042,3370,2867,2457,6185,16923,3088,22571,28648,18274,22541,40346
" ""48073""",126948,152754,126231,148587,146542,174643,115756,174223,170491,151353,126650,178035,113137,109353,94926,90780,49466,36342,25672,54744,74272,91730,116695
" ""48075""",3937,5774,14059,20810,(D),14973,(D),(D),27180,9190,32799,2076,16985,2115,2339,4477,6152,3625,3551,4346,15649,44266,23930
" ""48077""",21002,20101,23160,20404,14602,11052,1913,7616,10448,2644,2677,4548,18067,24302,19283,4232,4055,5610,4138,6773,4205,4257,19790
" ""48079""",24654,19616,13080,45487,67150,62062,78178,(D),(D),(D),(D),(D),(D),3384,5055,7595,25621,8035,8268,(D),69323,108653,37979
" ""48081""",8860,6644,(D),4273,1215,1482,1174,(D),(D),(D),1636,1905,11945,(D),(D),(D),(D),(D),2016,(D),2094,2052,2209
" ""48083""",13831,8260,13511,12941,2722,4609,2017,4659,7755,2833,3498,3265,2073,2399,3460,5351,3269,4888,3019,3405,3364,11204,23493
" ""48085""",3085,15882,23991,28393,19124,13942,10619,8337,18537,5898,6224,11741,3231,3968,5056,11076,5963,14224,2638,4795,4632,4763,7941
" ""48087""",28146,31855,47606,42588,38045,28880,29028,(D),9466,(D),4533,7495,20072,5492,4707,7081,5208,7181,5448,5766,13529,22173,23168
" ""48089""",19063,22862,34155,40967,18300,26919,7355,15299,16854,8752,8870,13994,52269,22014,16084,13558,10969,15046,11067,11849,11726,12795,36937
" ""48091""",269,1581,2666,3176,864,1830,2402,8427,10712,3463,4254,7853,(D),2404,(D),(D),(D),3944,1891,(D),2133,2082,2943
" ""48093""",53666,80089,67483,82865,71177,80803,50736,24824,23672,39793,40466,19491,30793,100043,25439,17903,26992,21133,64476,93462,67943,131044,124993
" ""48095""",13419,9557,13084,18879,17483,5668,14819,(D),1499,3686,14283,3435,36253,21723,14025,5696,1870,1964,5528,12512,17701,48228,31358
" ""48097""",3592,11177,21848,24804,7162,2406,2588,(D),16239,3319,5600,7095,3220,4011,3935,10093,5879,9578,4538,5004,4918,5090,6370
" ""48099""",977,3955,14692,15532,18965,28443,1630,10901,13945,2635,3099,2650,1844,2092,2148,5469,3268,5185,2518,2966,3221,3523,5733
" ""48101""",5422,9777,12704,15299,15488,11292,20531,(D),10160,21004,16137,12460,8871,4435,6472,3947,(D),(D),(D),13298,22128,46983,36652
" ""48103""",1224,953,1614,1394,713,302,441,992,932,298,1589,2105,7220,6523,4873,3506,1222,2724,1630,1996,2274,4079,5809
" ""48105""",480,5059,9771,8385,3382,3422,711,(D),5845,1555,1613,3092,20243,8626,13896,2838,1635,1744,1571,6924,5192,10373,18171
" ""48107""",7046,14857,28620,78267,77224,44129,68226,20769,55777,117487,10329,16524,101909,9007,9517,14363,9884,10147,25960,19971,59838,94198,73146
" ""48109""",517,3266,3218,4068,2936,2059,2995,(D),4292,1109,1253,1789,3870,1143,1167,2759,1788,1884,1535,1644,1653,1766,8454
" ""48111""",127017,128086,116898,170473,123498,98594,150398,146977,119663,118889,(D),(D),(D),(D),(D),(D),350724,246318,272916,253190,340031,366707,574544
" ""48113""",33021,38336,27721,34812,40468,57009,50749,54689,47896,36732,29886,57898,45613,26706,37666,29737,10347,4849,6168,21129,26651,41216,74717
" ""48115""",31051,54389,85132,108871,135426,62042,175405,26630,40169,175918,9557,16886,133815,8986,11604,13240,68689,122206,64277,94209,83343,246686,180371
" ""48117""",386176,289057,337633,269143,245877,163833,259652,261453,177176,456558,631499,469856,349373,802434,821899,830097,874957,770132,671605,612739,823895,935802,1304628
" ""48119""",(D),(D),(D),(D),1028,2102,2063,3453,3272,914,2276,4142,16243,22675,(D),(D),(D),17933,23016,23795,28895,26184,41970
" ""48121""",12267,11887,20416,33348,10606,12014,15399,35769,44006,13956,17248,23766,11108,12667,13796,25249,15656,21032,14302,17130,16664,16945,49754
" ""48123""",948,2474,8682,8201,5332,2392,5541,13576,15329,3291,5202,10320,2886,3559,3753,10463,5982,9474,(D),(D),4727,4784,4699
" ""48125""",(D),4353,9582,16306,(D),(D),(D),(D),5319,2110,3310,5401,2366,2810,2594,5605,(D),4403,(D),3494,3633,12159,16828
" ""48127""",5000,11432,13922,12795,1891,2138,2653,6733,7019,3738,3685,3564,21109,6488,20655,6384,6335,7222,6071,6034,6766,7326,18319
" ""48129""",35875,22501,30933,36754,36251,32969,22819,12720,5825,28579,28972,14074,24768,28381,45010,24871,25187,(D),19540,20229,31132,28770,50950
" ""48131""",7726,11626,12284,11639,2291,4012,2026,11045,12289,2447,3551,7631,6754,1683,4594,5149,2635,4468,2452,2849,3076,2301,5215
" ""48133""",17986,(D),26022,18355,(D),5542,1268,9416,9987,1954,3214,6426,1650,2180,1924,6418,3486,5953,2564,3252,3051,3113,4078
" ""48135""",259,647,1385,(D),(D),(D),(D),(D),(D),(D),(D),(D),944,962,9508,(D),542,377,764,1108,1513,9175,21526
" ""48137""",6034,10724,15678,10206,3465,3071,1596,3596,2396,1937,2162,3270,15178,10339,12511,3354,2567,3164,2746,2894,2839,8517,21704
" ""48139""",4099,8704,16552,20604,5587,2586,9843,5596,10773,3149,5278,11164,19325,4396,3377,9718,6152,11637,3952,4326,4099,3925,4587
" ""48141""",18188,21378,31156,(D),(D),16519,19229,15614,15453,28137,24603,(D),(D),26378,17178,15671,13705,16735,13399,17390,18705,24314,24655
" ""48143""",83613,109427,57958,83719,54628,68138,28035,47582,36891,87032,141855,125613,110120,240532,95703,56408,79276,63402,137574,198905,161207,299756,280737
" ""48145""",2940,16785,27621,36374,23998,21545,21950,9382,11798,18775,25971,25272,41848,34423,(D),(D),7057,5880,6373,25058,18767,18481,74653
" ""48147""",4442,15091,27784,33850,16346,8349,7255,5050,13778,3707,4320,3742,3536,(D),17723,5239,4772,9277,4405,4660,4826,4835,15596
" ""48149""",6292,12053,17843,17767,6216,(D),4659,15510,15901,3272,5835,7412,2848,3680,3999,12647,7310,12032,5399,5582,5476,5321,6042
" ""48151""",15436,12107,20995,23953,26332,10244,50652,8844,6130,33014,67585,10175,17889,4212,5894,6782,4844,54570,3882,4284,29103,61003,28039
" ""48153""",81462,85944,96060,143712,148897,123858,198728,79469,99470,196647,98472,48428,87697,15272,39502,23729,81270,48341,107112,37209,150080,184008,114848
" ""48155""",6690,3991,10051,9861,6795,2637,16552,7777,7350,651,711,5078,11262,13812,4364,1277,873,10890,3472,6822,9058,35902,18891
" ""48157""",28573,23657,39444,74677,80167,150531,111010,99256,33638,32713,7149,12088,44507,6115,4470,3862,4083,6554,5066,6116,33490,4971,12220
" ""48159""",41035,44047,(D),(D),(D),(D),(D),9718,4619,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),48265,78234,173395,146777
" ""48161""",1059,8235,12507,10039,8858,14825,2786,13275,13117,2665,3581,4296,3417,15894,16451,3229,2861,3115,3271,4397,4319,37108,40368
" ""48163""",58392,80093,69859,57952,50294,28966,12223,13745,17883,9793,11900,13655,77298,59001,90811,79374,53551,28476,33609,48846,67320,68972,110155
" ""48165""",101658,129607,150891,153633,156766,118950,93181,45611,61955,212851,34455,43208,255729,65129,100337,61422,145906,79903,142083,170598,204706,369790,400477
" ""48167""",8066,8066,10544,10682,9736,11374,4864,2196,2795,3023,5065,9702,5190,5902,5446,6532,4745,5591,3546,2923,3477,2017,2948
" ""48169""",3272,6385,10155,18637,9328,2331,25958,6170,3049,15905,1816,5498,6846,2311,2026,3756,1840,1868,1464,1382,1841,15122,14228
" ""48171""",5758,10556,16144,13590,4575,2673,6750,11531,14717,4938,6555,13616,3945,(D),(D),10381,5860,8062,3851,5113,4958,5662,10499
" ""48173""",(D),(D),(D),(D),32198,4033,(D),(D),6420,(D),(D),8642,13603,5862,5500,11986,7854,7006,6190,6247,5834,13605,5565
" ""48175""",909,3186,6538,5473,2661,1252,2404,12132,12952,2329,4077,8489,1535,1867,1805,5825,(D),(D),2309,2602,2622,2763,2879
" ""48177""",142327,166358,141640,168350,143707,91158,68609,95397,82699,194397,103868,142193,170662,273976,361859,209455,269464,308791,168903,145210,259120,630549,533328
" ""48179""",19751,30257,34238,34680,41674,32074,65698,22605,8920,39756,64256,57711,52482,84458,88287,46098,53000,51603,57415,54425,68095,70726,105125
" ""48181""",1580,6811,13067,18662,5796,4856,9800,9742,16114,7432,8641,9494,16294,12186,13014,16341,13956,17649,10114,11242,10425,10991,11953
" ""48183""",2665,1993,2231,2411,1432,1650,1968,4163,4352,2690,1996,4324,610,558,728,2038,1021,2176,1104,1580,1248,903,2301
" ""48185""",6840,5619,11385,12303,(D),(D),15356,38156,45189,34753,22433,30251,14699,17021,22124,37590,27765,30758,31053,39742,57096,46315,50978
" ""48187""",16596,24339,21364,25769,12841,2039,6535,13361,11292,2853,4219,4630,17806,(D),18393,5346,3546,5686,4251,4517,4040,14673,36628
" ""48189""",116630,125467,124051,168547,184049,172834,160793,205460,141013,271932,143990,82941,213951,162500,143259,120971,150187,114932,204778,173739,243766,388264,316179
" ""48191""",8767,11164,18009,13565,16297,18030,30297,(D),50495,47207,10736,5443,29742,3687,6095,4283,24200,13670,12875,5364,39529,40010,45714
" ""48193""",12445,9980,9581,13330,4952,5264,6741,(D),8205,(D),2194,3716,1750,11186,2297,(D),3525,5227,2559,12660,2651,14165,17237
" ""48195""",149588,133647,158376,177945,204055,176284,199062,176784,124374,234996,330182,447196,262432,409090,484154,328283,349368,274757,282632,229901,331257,337036,547433
